backend,n_qubits,E_ideal,sigma_ci,scale_factors,E_lambda1_genu,E_mit_genu,rho_genu,neg_states_genu,neg_pmin_genu,E_lambda1_garb,E_mit_garb,rho_garb,neg_states_garb,neg_pmin_garb,delta_rho
EQE1,4,0.956018,3.5,"[1.0, 3.0, 5.0]",0.589242,1.155544,1.544,7,-0.137093,0.585563,1.072664,1.3149,11,-0.146792,0.2291
