job,schedule,label,rep,n_qubits,exp_val,n_shots,ideal,timestamp
j8_drift_design,blocked,A,19,4,0.768555,4096,0.981197,2026-06-21T15:35:51.940095+00:00
j8_drift_design,blocked,A,20,4,0.774902,4096,0.981197,2026-06-21T15:35:58.794279+00:00
j8_drift_design,blocked,A,21,4,0.765625,4096,0.981197,2026-06-21T15:36:03.639742+00:00
j8_drift_design,blocked,A,22,4,0.758301,4096,0.981197,2026-06-21T15:36:10.534871+00:00
j8_drift_design,blocked,A,23,4,0.776367,4096,0.981197,2026-06-21T15:36:17.525456+00:00
j8_drift_design,blocked,A,24,4,0.759277,4096,0.981197,2026-06-21T15:36:22.563968+00:00
j8_drift_design,blocked,A,25,4,0.766113,4096,0.981197,2026-06-21T15:36:29.597138+00:00
j8_drift_design,blocked,A,26,4,0.760254,4096,0.981197,2026-06-21T15:36:36.631213+00:00
j8_drift_design,blocked,A,27,4,0.766602,4096,0.981197,2026-06-21T15:36:43.688007+00:00
j8_drift_design,blocked,A,28,4,0.761719,4096,0.981197,2026-06-21T15:36:48.543049+00:00
j8_drift_design,blocked,A,29,4,0.769043,4096,0.981197,2026-06-21T15:36:55.540336+00:00
j8_drift_design,blocked,A,30,4,0.753418,4096,0.981197,2026-06-21T15:37:02.539025+00:00
j8_drift_design,blocked,A,31,4,0.753418,4096,0.981197,2026-06-21T15:37:07.405140+00:00
j8_drift_design,blocked,A,32,4,0.770508,4096,0.981197,2026-06-21T15:37:14.367138+00:00
j8_drift_design,blocked,A,33,4,0.767090,4096,0.981197,2026-06-21T15:37:21.410348+00:00
j8_drift_design,blocked,A,34,4,0.762695,4096,0.981197,2026-06-21T15:37:28.522067+00:00
j8_drift_design,blocked,A,35,4,0.769043,4096,0.981197,2026-06-21T15:37:33.323886+00:00
j8_drift_design,blocked,A,36,4,0.769531,4096,0.981197,2026-06-21T15:37:40.304561+00:00
j8_drift_design,blocked,A,37,4,0.764648,4096,0.981197,2026-06-21T15:37:47.252876+00:00
j8_drift_design,blocked,A,38,4,0.793457,4096,0.981197,2026-06-21T15:37:54.123228+00:00
j8_drift_design,blocked,A,39,4,0.753418,4096,0.981197,2026-06-21T15:37:58.897534+00:00
j8_drift_design,blocked,B,0,4,0.745117,4096,0.981197,2026-06-21T15:38:05.756273+00:00
j8_drift_design,blocked,B,1,4,0.786621,4096,0.981197,2026-06-21T15:38:12.504730+00:00
j8_drift_design,blocked,B,2,4,0.756836,4096,0.981197,2026-06-21T15:38:19.581828+00:00
j8_drift_design,blocked,B,3,4,0.782715,4096,0.981197,2026-06-21T15:38:24.433211+00:00
j8_drift_design,blocked,B,4,4,0.783691,4096,0.981197,2026-06-21T15:38:31.412242+00:00
j8_drift_design,blocked,B,5,4,0.772949,4096,0.981197,2026-06-21T15:38:38.422501+00:00
j8_drift_design,blocked,B,6,4,0.756348,4096,0.981197,2026-06-21T15:38:43.180189+00:00
j8_drift_design,blocked,B,7,4,0.751953,4096,0.981197,2026-06-21T15:38:50.073122+00:00
j8_drift_design,blocked,B,8,4,0.769043,4096,0.981197,2026-06-21T15:38:56.982312+00:00
j8_drift_design,blocked,B,9,4,0.771484,4096,0.981197,2026-06-21T15:39:04.125334+00:00
j8_drift_design,blocked,B,10,4,0.770508,4096,0.981197,2026-06-21T15:39:11.082485+00:00
j8_drift_design,blocked,B,11,4,0.759766,4096,0.981197,2026-06-21T15:39:20.264161+00:00
j8_drift_design,blocked,B,12,4,0.745117,4096,0.981197,2026-06-21T15:39:25.028343+00:00
j8_drift_design,blocked,B,13,4,0.770508,4096,0.981197,2026-06-21T15:39:32.085671+00:00
j8_drift_design,blocked,B,14,4,0.757812,4096,0.981197,2026-06-21T15:39:39.047438+00:00
j8_drift_design,blocked,B,15,4,0.786133,4096,0.981197,2026-06-21T15:39:45.854548+00:00
j8_drift_design,blocked,B,16,4,0.766113,4096,0.981197,2026-06-21T15:39:50.653754+00:00
j8_drift_design,blocked,B,17,4,0.765137,4096,0.981197,2026-06-21T15:39:57.649728+00:00
j8_drift_design,blocked,B,18,4,0.763184,4096,0.981197,2026-06-21T15:40:04.655753+00:00
j8_drift_design,blocked,B,19,4,0.771484,4096,0.981197,2026-06-21T15:40:09.408181+00:00
j8_drift_design,blocked,B,20,4,0.756348,4096,0.981197,2026-06-21T15:40:16.385418+00:00
j8_drift_design,blocked,B,21,4,0.768555,4096,0.981197,2026-06-21T15:40:23.436289+00:00
j8_drift_design,blocked,B,22,4,0.768555,4096,0.981197,2026-06-21T15:40:30.499698+00:00
j8_drift_design,blocked,B,23,4,0.783691,4096,0.981197,2026-06-21T15:40:35.265418+00:00
j8_drift_design,blocked,B,24,4,0.794434,4096,0.981197,2026-06-21T15:40:42.315540+00:00
j8_drift_design,blocked,B,25,4,0.771973,4096,0.981197,2026-06-21T15:40:49.322620+00:00
j8_drift_design,blocked,B,26,4,0.750000,4096,0.981197,2026-06-21T15:40:56.094404+00:00
j8_drift_design,blocked,B,27,4,0.779297,4096,0.981197,2026-06-21T15:41:00.819403+00:00
j8_drift_design,blocked,B,28,4,0.760742,4096,0.981197,2026-06-21T15:41:07.715327+00:00
j8_drift_design,blocked,B,29,4,0.780273,4096,0.981197,2026-06-21T15:41:14.652335+00:00
j8_drift_design,blocked,B,30,4,0.773926,4096,0.981197,2026-06-21T15:41:19.339693+00:00
j8_drift_design,blocked,B,31,4,0.755371,4096,0.981197,2026-06-21T15:41:26.171831+00:00
j8_drift_design,blocked,B,32,4,0.760254,4096,0.981197,2026-06-21T15:41:33.260146+00:00
j8_drift_design,blocked,B,33,4,0.759766,4096,0.981197,2026-06-21T15:41:40.259064+00:00
j8_drift_design,blocked,B,34,4,0.760742,4096,0.981197,2026-06-21T15:41:45.188396+00:00
j8_drift_design,blocked,B,35,4,0.753418,4096,0.981197,2026-06-21T15:41:54.390039+00:00
j8_drift_design,blocked,B,36,4,0.765625,4096,0.981197,2026-06-21T15:42:01.343538+00:00
j8_drift_design,blocked,B,37,4,0.763672,4096,0.981197,2026-06-21T15:42:08.256639+00:00
j8_drift_design,blocked,B,38,4,0.751953,4096,0.981197,2026-06-21T15:42:15.385320+00:00
j8_drift_design,blocked,B,39,4,0.763672,4096,0.981197,2026-06-21T15:42:22.311194+00:00
j8_drift_design,interleaved,A,0,4,0.770996,4096,0.981197,2026-06-21T15:42:27.004928+00:00
j8_drift_design,interleaved,B,0,4,0.759277,4096,0.981197,2026-06-21T15:42:34.088058+00:00
j8_drift_design,interleaved,A,1,4,0.757324,4096,0.981197,2026-06-21T15:42:41.004184+00:00
j8_drift_design,interleaved,B,1,4,0.778320,4096,0.981197,2026-06-21T15:42:45.986423+00:00
j8_drift_design,interleaved,A,2,4,0.759766,4096,0.981197,2026-06-21T15:42:52.998825+00:00
j8_drift_design,interleaved,B,2,4,0.766602,4096,0.981197,2026-06-21T15:43:00.019711+00:00
j8_drift_design,interleaved,A,3,4,0.767090,4096,0.981197,2026-06-21T15:43:07.015289+00:00
j8_drift_design,interleaved,B,3,4,0.765625,4096,0.981197,2026-06-21T15:43:18.291233+00:00
j8_drift_design,interleaved,A,4,4,0.752930,4096,0.981197,2026-06-21T15:43:25.156089+00:00
j8_drift_design,interleaved,B,4,4,0.761719,4096,0.981197,2026-06-21T15:43:32.141505+00:00
j8_drift_design,interleaved,A,5,4,0.750000,4096,0.981197,2026-06-21T15:43:39.246547+00:00
j8_drift_design,interleaved,B,5,4,0.768555,4096,0.981197,2026-06-21T15:43:48.429795+00:00
j8_drift_design,interleaved,A,6,4,0.773438,4096,0.981197,2026-06-21T15:43:53.308613+00:00
j8_drift_design,interleaved,B,6,4,0.764648,4096,0.981197,2026-06-21T15:44:00.415658+00:00
j8_drift_design,interleaved,A,7,4,0.751465,4096,0.981197,2026-06-21T15:44:05.243761+00:00
j8_drift_design,interleaved,B,7,4,0.764648,4096,0.981197,2026-06-21T15:44:12.376404+00:00
j8_drift_design,interleaved,A,8,4,0.753906,4096,0.981197,2026-06-21T15:44:19.430821+00:00
j8_drift_design,interleaved,B,8,4,0.772461,4096,0.981197,2026-06-21T15:44:28.638717+00:00
j8_drift_design,interleaved,A,9,4,0.767090,4096,0.981197,2026-06-21T15:44:35.635386+00:00
j8_drift_design,interleaved,B,9,4,0.770508,4096,0.981197,2026-06-21T15:44:42.655600+00:00
j8_drift_design,interleaved,A,10,4,0.761719,4096,0.981197,2026-06-21T15:44:47.557780+00:00
j8_drift_design,interleaved,B,10,4,0.753418,4096,0.981197,2026-06-21T15:44:54.662243+00:00
j8_drift_design,interleaved,A,11,4,0.766602,4096,0.981197,2026-06-21T15:45:01.538185+00:00
j8_drift_design,interleaved,B,11,4,0.761230,4096,0.981197,2026-06-21T15:45:06.398412+00:00
j8_drift_design,interleaved,A,12,4,0.755371,4096,0.981197,2026-06-21T15:45:13.339204+00:00
j8_drift_design,interleaved,B,12,4,0.755859,4096,0.981197,2026-06-21T15:45:20.260501+00:00
j8_drift_design,interleaved,A,13,4,0.756348,4096,0.981197,2026-06-21T15:45:25.165045+00:00
j8_drift_design,interleaved,B,13,4,0.769531,4096,0.981197,2026-06-21T15:45:32.187042+00:00
j8_drift_design,interleaved,A,14,4,0.774414,4096,0.981197,2026-06-21T15:45:39.133979+00:00
j8_drift_design,interleaved,B,14,4,0.776367,4096,0.981197,2026-06-21T15:45:45.927732+00:00
j8_drift_design,interleaved,A,15,4,0.776367,4096,0.981197,2026-06-21T15:45:50.583039+00:00
j8_drift_design,interleaved,B,15,4,0.769531,4096,0.981197,2026-06-21T15:45:59.681101+00:00
j8_drift_design,interleaved,A,16,4,0.757324,4096,0.981197,2026-06-21T15:46:06.550434+00:00
j8_drift_design,interleaved,B,16,4,0.753418,4096,0.981197,2026-06-21T15:46:13.561009+00:00
j8_drift_design,interleaved,A,17,4,0.764160,4096,0.981197,2026-06-21T15:46:20.407577+00:00
j8_drift_design,interleaved,B,17,4,0.751953,4096,0.981197,2026-06-21T15:46:27.296268+00:00
j8_drift_design,interleaved,A,18,4,0.757812,4096,0.981197,2026-06-21T15:46:34.267799+00:00
j8_drift_design,interleaved,B,18,4,0.761230,4096,0.981197,2026-06-21T15:46:38.963888+00:00
j8_drift_design,interleaved,A,19,4,0.777832,4096,0.981197,2026-06-21T15:46:45.988574+00:00
j8_drift_design,interleaved,B,19,4,0.773438,4096,0.981197,2026-06-21T15:46:52.926959+00:00
j8_drift_design,interleaved,A,20,4,0.749023,4096,0.981197,2026-06-21T15:46:59.948651+00:00
j8_drift_design,interleaved,B,20,4,0.762207,4096,0.981197,2026-06-21T15:47:04.751058+00:00
j8_drift_design,interleaved,A,21,4,0.763184,4096,0.981197,2026-06-21T15:47:11.748685+00:00
j8_drift_design,interleaved,B,21,4,0.768066,4096,0.981197,2026-06-21T15:47:18.687714+00:00
j8_drift_design,interleaved,A,22,4,0.774902,4096,0.981197,2026-06-21T15:47:25.737589+00:00
j8_drift_design,interleaved,B,22,4,0.763184,4096,0.981197,2026-06-21T15:47:34.963647+00:00
j8_drift_design,interleaved,A,23,4,0.762695,4096,0.981197,2026-06-21T15:47:41.803312+00:00
j8_drift_design,interleaved,B,23,4,0.774902,4096,0.981197,2026-06-21T15:47:50.696726+00:00
j8_drift_design,interleaved,A,24,4,0.770508,4096,0.981197,2026-06-21T15:47:55.320408+00:00
j8_drift_design,interleaved,B,24,4,0.750000,4096,0.981197,2026-06-21T15:48:04.173850+00:00
j8_drift_design,interleaved,A,25,4,0.767578,4096,0.981197,2026-06-21T15:48:11.133108+00:00
j8_drift_design,interleaved,B,25,4,0.759766,4096,0.981197,2026-06-21T15:48:19.971845+00:00
j8_drift_design,interleaved,A,26,4,0.745605,4096,0.981197,2026-06-21T15:48:24.699792+00:00
j8_drift_design,interleaved,B,26,4,0.758789,4096,0.981197,2026-06-21T15:48:31.627485+00:00
j8_drift_design,interleaved,A,27,4,0.793457,4096,0.981197,2026-06-21T15:48:38.570341+00:00
j8_drift_design,interleaved,B,27,4,0.739258,4096,0.981197,2026-06-21T15:48:45.460492+00:00
j8_drift_design,interleaved,A,28,4,0.764648,4096,0.981197,2026-06-21T15:48:52.418874+00:00
j8_drift_design,interleaved,B,28,4,0.770020,4096,0.981197,2026-06-21T15:49:01.643737+00:00
j8_drift_design,interleaved,A,29,4,0.758789,4096,0.981197,2026-06-21T15:49:06.338167+00:00
j8_drift_design,interleaved,B,29,4,0.785645,4096,0.981197,2026-06-21T15:49:13.418916+00:00
j8_drift_design,interleaved,A,30,4,0.742188,4096,0.981197,2026-06-21T15:49:18.321255+00:00
j8_drift_design,interleaved,B,30,4,0.777344,4096,0.981197,2026-06-21T15:49:25.271934+00:00
j8_drift_design,interleaved,A,31,4,0.766602,4096,0.981197,2026-06-21T15:49:32.298958+00:00
j8_drift_design,interleaved,B,31,4,0.763672,4096,0.981197,2026-06-21T15:49:39.249748+00:00
j8_drift_design,interleaved,A,32,4,0.767578,4096,0.981197,2026-06-21T15:49:46.218671+00:00
j8_drift_design,interleaved,B,32,4,0.769531,4096,0.981197,2026-06-21T15:49:51.043884+00:00
j8_drift_design,interleaved,A,33,4,0.766113,4096,0.981197,2026-06-21T15:49:58.148350+00:00
j8_drift_design,interleaved,B,33,4,0.770020,4096,0.981197,2026-06-21T15:50:03.093271+00:00
j8_drift_design,interleaved,A,34,4,0.779785,4096,0.981197,2026-06-21T15:50:10.283619+00:00
j8_drift_design,interleaved,B,34,4,0.755371,4096,0.981197,2026-06-21T15:50:17.229412+00:00
j8_drift_design,interleaved,A,35,4,0.783203,4096,0.981197,2026-06-21T15:50:24.130251+00:00
j8_drift_design,interleaved,B,35,4,0.759277,4096,0.981197,2026-06-21T15:50:29.049979+00:00
j8_drift_design,interleaved,A,36,4,0.759277,4096,0.981197,2026-06-21T15:50:36.072984+00:00
j8_drift_design,interleaved,B,36,4,0.757324,4096,0.981197,2026-06-21T15:50:43.113944+00:00
j8_drift_design,interleaved,A,37,4,0.767090,4096,0.981197,2026-06-21T15:50:47.844800+00:00
j8_drift_design,interleaved,B,37,4,0.759277,4096,0.981197,2026-06-21T15:50:54.816654+00:00
j8_drift_design,interleaved,A,38,4,0.764648,4096,0.981197,2026-06-21T15:51:01.853922+00:00
j8_drift_design,interleaved,B,38,4,0.757812,4096,0.981197,2026-06-21T15:51:08.919486+00:00
j8_drift_design,interleaved,A,39,4,0.759766,4096,0.981197,2026-06-21T15:51:13.816579+00:00
j8_drift_design,interleaved,B,39,4,0.774414,4096,0.981197,2026-06-21T15:51:20.904136+00:00
