job,method,backend,rep,scale_factor,n_qubits,exp_val,n_shots,ideal,layout,timestamp,counts
j4_depth_tc3,genuine,EQE1,0,1.0,4,0.595703,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:03.785354+00:00,"{""0000"": 3062, ""0010"": 237, ""0011"": 66, ""1100"": 38, ""0001"": 113, ""0100"": 212, ""1000"": 245, ""0110"": 59, ""1110"": 9, ""1010"": 22, ""0101"": 11, ""0111"": 6, ""1001"": 9, ""1011"": 6, ""1111"": 1}"
j4_depth_tc3,genuine,EQE1,0,3.0,4,-0.060547,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:03.785354+00:00,"{""1000"": 331, ""1010"": 251, ""0010"": 1026, ""0000"": 1073, ""0100"": 592, ""0110"": 258, ""1100"": 257, ""1110"": 134, ""0001"": 57, ""0111"": 10, ""0011"": 30, ""0101"": 30, ""1001"": 17, ""1101"": 11, ""1111"": 8, ""1011"": 11}"
j4_depth_tc3,genuine,EQE1,0,5.0,4,-0.047363,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:03.785354+00:00,"{""0100"": 767, ""1110"": 275, ""0010"": 412, ""1010"": 258, ""1000"": 599, ""0000"": 753, ""0101"": 37, ""0110"": 397, ""1100"": 443, ""1111"": 19, ""1101"": 23, ""0111"": 31, ""0001"": 26, ""0011"": 24, ""1011"": 12, ""1001"": 20}"
j4_depth_tc3,genuine,EQE1,1,1.0,4,0.580566,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:13.115930+00:00,"{""0000"": 3070, ""1010"": 24, ""0110"": 42, ""0011"": 58, ""0100"": 183, ""1000"": 253, ""0010"": 267, ""1100"": 25, ""0001"": 132, ""1001"": 13, ""0111"": 5, ""1011"": 6, ""0101"": 4, ""1110"": 10, ""1101"": 3, ""1111"": 1}"
j4_depth_tc3,genuine,EQE1,1,3.0,4,-0.043457,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:13.115930+00:00,"{""1100"": 253, ""0000"": 1128, ""0100"": 576, ""1000"": 331, ""0001"": 48, ""0010"": 1009, ""1110"": 130, ""1010"": 264, ""0110"": 245, ""1101"": 15, ""0111"": 14, ""1001"": 16, ""0011"": 27, ""0101"": 23, ""1011"": 14, ""1111"": 3}"
j4_depth_tc3,genuine,EQE1,1,5.0,4,-0.033691,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:13.115930+00:00,"{""0110"": 391, ""0100"": 728, ""1000"": 599, ""0000"": 717, ""0010"": 430, ""1100"": 473, ""1110"": 279, ""0101"": 44, ""0011"": 32, ""1010"": 287, ""1001"": 24, ""1101"": 25, ""1111"": 11, ""0001"": 21, ""0111"": 17, ""1011"": 18}"
j4_depth_tc3,genuine,EQE1,2,1.0,4,0.576172,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:24.671605+00:00,"{""0000"": 3044, ""0001"": 112, ""1000"": 240, ""0010"": 307, ""0100"": 194, ""0110"": 42, ""1110"": 7, ""1010"": 28, ""0011"": 67, ""1100"": 30, ""1001"": 13, ""1111"": 1, ""0101"": 3, ""1011"": 3, ""0111"": 4, ""1101"": 1}"
j4_depth_tc3,genuine,EQE1,2,3.0,4,-0.085449,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:24.671605+00:00,"{""0000"": 1023, ""0010"": 1022, ""0100"": 623, ""0110"": 249, ""0001"": 56, ""1010"": 263, ""1100"": 271, ""1000"": 363, ""1110"": 126, ""0111"": 15, ""0101"": 19, ""0011"": 26, ""1001"": 12, ""1101"": 12, ""1111"": 10, ""1011"": 6}"
j4_depth_tc3,genuine,EQE1,2,5.0,4,-0.026367,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:24.671605+00:00,"{""0101"": 38, ""0010"": 397, ""0000"": 750, ""1100"": 455, ""0100"": 794, ""1000"": 540, ""0110"": 425, ""1010"": 251, ""1001"": 28, ""1110"": 271, ""0111"": 26, ""1111"": 20, ""0001"": 30, ""0011"": 27, ""1011"": 8, ""1101"": 36}"
j4_depth_tc3,genuine,EQE1,3,1.0,4,0.585938,4096,0.956018,"[8, 9, 10, 11]",2026-06-21T08:20:36.093388+00:00,"{""0000"": 3080, ""0110"": 35, ""0100"": 180, ""1000"": 244, ""1100"": 29, ""0010"": 275, ""0101"": 12, ""0001"": 122, ""1010"": 29, ""0011"": 53, ""1001"": 9, ""1011"": 5, ""1110"": 12, ""1101"": 1, ""0111"": 9, ""1111"": 1}"
