job,method,backend,rep,scale_factor,n_qubits,exp_val,n_shots,ideal,layout,timestamp,counts
j14_czne_mid,genuine,EQE1,0,1.0,4,0.767090,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:27.208285+00:00,"{""0000"": 3574, ""1000"": 188, ""0110"": 18, ""0010"": 178, ""0011"": 7, ""0001"": 48, ""0100"": 63, ""1100"": 13, ""1001"": 4, ""1010"": 3}"
j14_czne_mid,genuine,EQE1,0,3.0,4,0.449219,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:27.208285+00:00,"{""0000"": 2708, ""0010"": 557, ""0100"": 278, ""1000"": 229, ""0001"": 45, ""0011"": 13, ""1010"": 65, ""0110"": 132, ""1100"": 38, ""1110"": 15, ""0101"": 7, ""1011"": 1, ""1001"": 5, ""1101"": 1, ""0111"": 2}"
j14_czne_mid,genuine,EQE1,0,5.0,4,0.142578,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:27.208285+00:00,"{""0010"": 860, ""0110"": 718, ""0000"": 1329, ""1100"": 86, ""1000"": 234, ""1010"": 175, ""0100"": 526, ""1110"": 106, ""0001"": 16, ""1001"": 5, ""0111"": 12, ""0011"": 19, ""0101"": 8, ""1101"": 1, ""1011"": 1}"
j14_czne_mid,genuine,EQE1,1,1.0,4,0.757812,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:36.610448+00:00,"{""0000"": 3550, ""0010"": 185, ""0110"": 16, ""0001"": 59, ""1000"": 194, ""1010"": 13, ""0100"": 56, ""0011"": 11, ""1001"": 2, ""1110"": 2, ""1100"": 8}"
j14_czne_mid,genuine,EQE1,1,3.0,4,0.429199,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:36.610448+00:00,"{""1000"": 254, ""0100"": 324, ""0000"": 2680, ""0010"": 543, ""1010"": 45, ""0110"": 142, ""1100"": 46, ""1110"": 6, ""1001"": 5, ""0001"": 37, ""0111"": 2, ""0101"": 5, ""1101"": 1, ""1011"": 2, ""0011"": 4}"
j14_czne_mid,genuine,EQE1,1,5.0,4,0.137695,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:36.610448+00:00,"{""0110"": 737, ""1000"": 233, ""0010"": 818, ""0000"": 1329, ""0100"": 581, ""1110"": 94, ""1100"": 96, ""1010"": 138, ""0001"": 24, ""0101"": 11, ""0111"": 12, ""0011"": 15, ""1101"": 2, ""1001"": 3, ""1011"": 2, ""1111"": 1}"
j14_czne_mid,genuine,EQE1,2,1.0,4,0.765625,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:46.103440+00:00,"{""0000"": 3552, ""0010"": 157, ""1000"": 207, ""0011"": 13, ""1100"": 15, ""0001"": 60, ""1010"": 12, ""1001"": 2, ""0110"": 19, ""0100"": 55, ""0101"": 2, ""1110"": 1, ""1111"": 1}"
j14_czne_mid,genuine,EQE1,2,3.0,4,0.418945,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:46.103440+00:00,"{""0110"": 145, ""0000"": 2662, ""0010"": 570, ""1000"": 261, ""0100"": 300, ""1001"": 5, ""1110"": 12, ""1010"": 44, ""0001"": 44, ""1100"": 36, ""1111"": 1, ""1101"": 1, ""0011"": 11, ""0111"": 1, ""0101"": 2, ""1011"": 1}"
j14_czne_mid,genuine,EQE1,2,5.0,4,0.126465,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:46.103440+00:00,"{""0110"": 673, ""0010"": 895, ""0100"": 561, ""0000"": 1349, ""1110"": 107, ""1000"": 200, ""1010"": 155, ""1011"": 2, ""1100"": 102, ""1001"": 4, ""0011"": 13, ""0001"": 9, ""0101"": 8, ""0111"": 11, ""1111"": 3, ""1101"": 4}"
j14_czne_mid,genuine,EQE1,3,1.0,4,0.750977,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T19:26:55.369906+00:00,"{""0000"": 3538, ""0010"": 173, ""1000"": 206, ""0100"": 66, ""0001"": 61, ""0110"": 19, ""1100"": 10, ""1010"": 10, ""1001"": 2, ""0011"": 6, ""1101"": 1, ""1110"": 3, ""0101"": 1}"
