job,rep,n_qubits,exp_val,n_shots,ideal,timestamp
j13_allan_probe_long,0,4,0.778320,2048,0.981197,2026-06-21T18:25:17.268622+00:00
j13_allan_probe_long,1,4,0.758789,2048,0.981197,2026-06-21T18:25:27.918768+00:00
j13_allan_probe_long,2,4,0.758789,2048,0.981197,2026-06-21T18:25:38.787483+00:00
j13_allan_probe_long,3,4,0.775391,2048,0.981197,2026-06-21T18:25:51.523268+00:00
j13_allan_probe_long,4,4,0.759766,2048,0.981197,2026-06-21T18:26:04.394582+00:00
j13_allan_probe_long,5,4,0.759766,2048,0.981197,2026-06-21T18:26:17.315618+00:00
j13_allan_probe_long,6,4,0.777344,2048,0.981197,2026-06-21T18:26:30.118864+00:00
j13_allan_probe_long,7,4,0.741211,2048,0.981197,2026-06-21T18:26:43.208960+00:00
j13_allan_probe_long,8,4,0.773438,2048,0.981197,2026-06-21T18:26:56.205045+00:00
j13_allan_probe_long,9,4,0.743164,2048,0.981197,2026-06-21T18:27:08.987216+00:00
j13_allan_probe_long,10,4,0.754883,2048,0.981197,2026-06-21T18:27:19.781918+00:00
j13_allan_probe_long,11,4,0.750977,2048,0.981197,2026-06-21T18:27:32.877102+00:00
j13_allan_probe_long,12,4,0.722656,2048,0.981197,2026-06-21T18:27:45.629170+00:00
j13_allan_probe_long,13,4,0.751953,2048,0.981197,2026-06-21T18:27:58.357751+00:00
j13_allan_probe_long,14,4,0.758789,2048,0.981197,2026-06-21T18:28:11.284095+00:00
j13_allan_probe_long,15,4,0.760742,2048,0.981197,2026-06-21T18:28:24.243231+00:00
j13_allan_probe_long,16,4,0.767578,2048,0.981197,2026-06-21T18:28:36.982885+00:00
j13_allan_probe_long,17,4,0.758789,2048,0.981197,2026-06-21T18:28:49.869761+00:00
j13_allan_probe_long,18,4,0.766602,2048,0.981197,2026-06-21T18:29:02.865300+00:00
j13_allan_probe_long,19,4,0.776367,2048,0.981197,2026-06-21T18:29:15.637452+00:00
j13_allan_probe_long,20,4,0.791016,2048,0.981197,2026-06-21T18:29:28.399308+00:00
j13_allan_probe_long,21,4,0.763672,2048,0.981197,2026-06-21T18:29:41.409274+00:00
j13_allan_probe_long,22,4,0.755859,2048,0.981197,2026-06-21T18:29:54.573262+00:00
j13_allan_probe_long,23,4,0.734375,2048,0.981197,2026-06-21T18:30:05.308695+00:00
j13_allan_probe_long,24,4,0.771484,2048,0.981197,2026-06-21T18:30:18.198191+00:00
j13_allan_probe_long,25,4,0.763672,2048,0.981197,2026-06-21T18:30:31.130299+00:00
j13_allan_probe_long,26,4,0.756836,2048,0.981197,2026-06-21T18:30:44.035840+00:00
j13_allan_probe_long,27,4,0.754883,2048,0.981197,2026-06-21T18:30:56.927214+00:00
j13_allan_probe_long,28,4,0.745117,2048,0.981197,2026-06-21T18:31:09.937821+00:00
j13_allan_probe_long,29,4,0.757812,2048,0.981197,2026-06-21T18:31:22.782237+00:00
j13_allan_probe_long,30,4,0.754883,2048,0.981197,2026-06-21T18:31:35.716761+00:00
j13_allan_probe_long,31,4,0.760742,2048,0.981197,2026-06-21T18:31:48.639236+00:00
j13_allan_probe_long,32,4,0.758789,2048,0.981197,2026-06-21T18:32:01.390798+00:00
j13_allan_probe_long,33,4,0.747070,2048,0.981197,2026-06-21T18:32:12.021302+00:00
j13_allan_probe_long,34,4,0.744141,2048,0.981197,2026-06-21T18:32:22.748639+00:00
j13_allan_probe_long,35,4,0.732422,2048,0.981197,2026-06-21T18:32:35.830860+00:00
j13_allan_probe_long,36,4,0.763672,2048,0.981197,2026-06-21T18:32:48.897927+00:00
j13_allan_probe_long,37,4,0.742188,2048,0.981197,2026-06-21T18:32:59.788290+00:00
j13_allan_probe_long,38,4,0.789062,2048,0.981197,2026-06-21T18:33:12.896247+00:00
j13_allan_probe_long,39,4,0.771484,2048,0.981197,2026-06-21T18:33:25.751277+00:00
j13_allan_probe_long,40,4,0.765625,2048,0.981197,2026-06-21T18:33:38.794880+00:00
j13_allan_probe_long,41,4,0.747070,2048,0.981197,2026-06-21T18:33:51.911533+00:00
j13_allan_probe_long,42,4,0.788086,2048,0.981197,2026-06-21T18:34:04.909509+00:00
j13_allan_probe_long,43,4,0.753906,2048,0.981197,2026-06-21T18:34:17.992728+00:00
j13_allan_probe_long,44,4,0.759766,2048,0.981197,2026-06-21T18:34:28.822520+00:00
j13_allan_probe_long,45,4,0.787109,2048,0.981197,2026-06-21T18:34:41.882299+00:00
j13_allan_probe_long,46,4,0.765625,2048,0.981197,2026-06-21T18:34:54.627666+00:00
j13_allan_probe_long,47,4,0.757812,2048,0.981197,2026-06-21T18:35:07.594329+00:00
j13_allan_probe_long,48,4,0.755859,2048,0.981197,2026-06-21T18:35:20.527450+00:00
j13_allan_probe_long,49,4,0.734375,2048,0.981197,2026-06-21T18:35:33.664161+00:00
j13_allan_probe_long,50,4,0.744141,2048,0.981197,2026-06-21T18:35:46.528077+00:00
j13_allan_probe_long,51,4,0.771484,2048,0.981197,2026-06-21T18:35:59.613047+00:00
j13_allan_probe_long,52,4,0.760742,2048,0.981197,2026-06-21T18:36:10.366530+00:00
j13_allan_probe_long,53,4,0.745117,2048,0.981197,2026-06-21T18:36:21.032798+00:00
j13_allan_probe_long,54,4,0.758789,2048,0.981197,2026-06-21T18:36:33.794585+00:00
j13_allan_probe_long,55,4,0.764648,2048,0.981197,2026-06-21T18:36:46.529674+00:00
j13_allan_probe_long,56,4,0.759766,2048,0.981197,2026-06-21T18:36:59.309956+00:00
j13_allan_probe_long,57,4,0.735352,2048,0.981197,2026-06-21T18:37:12.086806+00:00
j13_allan_probe_long,58,4,0.782227,2048,0.981197,2026-06-21T18:37:24.970475+00:00
j13_allan_probe_long,59,4,0.761719,2048,0.981197,2026-06-21T18:37:37.855044+00:00
j13_allan_probe_long,60,4,0.755859,2048,0.981197,2026-06-21T18:37:50.786800+00:00
j13_allan_probe_long,61,4,0.765625,2048,0.981197,2026-06-21T18:38:03.893798+00:00
j13_allan_probe_long,62,4,0.767578,2048,0.981197,2026-06-21T18:38:16.876882+00:00
j13_allan_probe_long,63,4,0.756836,2048,0.981197,2026-06-21T18:38:27.538568+00:00
j13_allan_probe_long,64,4,0.776367,2048,0.981197,2026-06-21T18:38:40.362199+00:00
j13_allan_probe_long,65,4,0.749023,2048,0.981197,2026-06-21T18:38:53.297974+00:00
j13_allan_probe_long,66,4,0.764648,2048,0.981197,2026-06-21T18:39:06.054135+00:00
j13_allan_probe_long,67,4,0.756836,2048,0.981197,2026-06-21T18:39:18.948932+00:00
j13_allan_probe_long,68,4,0.752930,2048,0.981197,2026-06-21T18:39:31.880280+00:00
j13_allan_probe_long,69,4,0.776367,2048,0.981197,2026-06-21T18:39:44.642963+00:00
j13_allan_probe_long,70,4,0.750000,2048,0.981197,2026-06-21T18:39:57.698880+00:00
j13_allan_probe_long,71,4,0.734375,2048,0.981197,2026-06-21T18:40:10.809307+00:00
j13_allan_probe_long,72,4,0.706055,2048,0.981197,2026-06-21T18:40:23.871250+00:00
j13_allan_probe_long,73,4,0.771484,2048,0.981197,2026-06-21T18:40:34.750608+00:00
j13_allan_probe_long,74,4,0.744141,2048,0.981197,2026-06-21T18:40:47.802978+00:00
j13_allan_probe_long,75,4,0.755859,2048,0.981197,2026-06-21T18:41:00.831082+00:00
j13_allan_probe_long,76,4,0.753906,2048,0.981197,2026-06-21T18:41:13.856418+00:00
j13_allan_probe_long,77,4,0.770508,2048,0.981197,2026-06-21T18:41:26.719553+00:00
j13_allan_probe_long,78,4,0.788086,2048,0.981197,2026-06-21T18:41:39.875680+00:00
j13_allan_probe_long,79,4,0.734375,2048,0.981197,2026-06-21T18:41:52.727444+00:00
j13_allan_probe_long,80,4,0.736328,2048,0.981197,2026-06-21T18:42:03.583583+00:00
j13_allan_probe_long,81,4,0.760742,2048,0.981197,2026-06-21T18:42:18.745494+00:00
j13_allan_probe_long,82,4,0.753906,2048,0.981197,2026-06-21T18:42:29.536735+00:00
j13_allan_probe_long,83,4,0.755859,2048,0.981197,2026-06-21T18:42:42.462446+00:00
j13_allan_probe_long,84,4,0.770508,2048,0.981197,2026-06-21T18:42:55.416670+00:00
j13_allan_probe_long,85,4,0.769531,2048,0.981197,2026-06-21T18:43:08.448395+00:00
j13_allan_probe_long,86,4,0.733398,2048,0.981197,2026-06-21T18:43:21.499556+00:00
j13_allan_probe_long,87,4,0.758789,2048,0.981197,2026-06-21T18:43:34.642693+00:00
j13_allan_probe_long,88,4,0.767578,2048,0.981197,2026-06-21T18:43:45.486339+00:00
j13_allan_probe_long,89,4,0.752930,2048,0.981197,2026-06-21T18:43:58.291138+00:00
j13_allan_probe_long,90,4,0.761719,2048,0.981197,2026-06-21T18:44:13.494643+00:00
j13_allan_probe_long,91,4,0.773438,2048,0.981197,2026-06-21T18:44:28.705807+00:00
j13_allan_probe_long,92,4,0.773438,2048,0.981197,2026-06-21T18:44:39.458241+00:00
j13_allan_probe_long,93,4,0.760742,2048,0.981197,2026-06-21T18:44:52.462754+00:00
j13_allan_probe_long,94,4,0.769531,2048,0.981197,2026-06-21T18:45:05.394551+00:00
j13_allan_probe_long,95,4,0.743164,2048,0.981197,2026-06-21T18:45:18.369010+00:00
j13_allan_probe_long,96,4,0.752930,2048,0.981197,2026-06-21T18:45:31.346970+00:00
j13_allan_probe_long,97,4,0.736328,2048,0.981197,2026-06-21T18:45:44.297828+00:00
j13_allan_probe_long,98,4,0.750000,2048,0.981197,2026-06-21T18:45:57.388659+00:00
j13_allan_probe_long,99,4,0.750977,2048,0.981197,2026-06-21T18:46:08.259288+00:00
j13_allan_probe_long,100,4,0.745117,2048,0.981197,2026-06-21T18:46:21.218588+00:00
j13_allan_probe_long,101,4,0.769531,2048,0.981197,2026-06-21T18:46:34.193950+00:00
j13_allan_probe_long,102,4,0.750977,2048,0.981197,2026-06-21T18:46:47.090719+00:00
j13_allan_probe_long,103,4,0.774414,2048,0.981197,2026-06-21T18:47:00.026679+00:00
j13_allan_probe_long,104,4,0.742188,2048,0.981197,2026-06-21T18:47:13.051962+00:00
j13_allan_probe_long,105,4,0.764648,2048,0.981197,2026-06-21T18:47:26.001698+00:00
j13_allan_probe_long,106,4,0.745117,2048,0.981197,2026-06-21T18:47:38.785261+00:00
j13_allan_probe_long,107,4,0.748047,2048,0.981197,2026-06-21T18:47:51.704347+00:00
j13_allan_probe_long,108,4,0.739258,2048,0.981197,2026-06-21T18:48:04.675726+00:00
j13_allan_probe_long,109,4,0.737305,2048,0.981197,2026-06-21T18:48:17.647090+00:00
j13_allan_probe_long,110,4,0.752930,2048,0.981197,2026-06-21T18:48:28.519272+00:00
j13_allan_probe_long,111,4,0.741211,2048,0.981197,2026-06-21T18:48:41.527475+00:00
j13_allan_probe_long,112,4,0.763672,2048,0.981197,2026-06-21T18:48:54.362193+00:00
j13_allan_probe_long,113,4,0.765625,2048,0.981197,2026-06-21T18:49:07.154196+00:00
j13_allan_probe_long,114,4,0.735352,2048,0.981197,2026-06-21T18:49:20.165642+00:00
j13_allan_probe_long,115,4,0.760742,2048,0.981197,2026-06-21T18:49:32.963919+00:00
j13_allan_probe_long,116,4,0.777344,2048,0.981197,2026-06-21T18:49:45.862168+00:00
j13_allan_probe_long,117,4,0.741211,2048,0.981197,2026-06-21T18:49:58.890203+00:00
j13_allan_probe_long,118,4,0.775391,2048,0.981197,2026-06-21T18:50:09.761579+00:00
j13_allan_probe_long,119,4,0.747070,2048,0.981197,2026-06-21T18:50:22.892079+00:00
j13_allan_probe_long,120,4,0.763672,2048,0.981197,2026-06-21T18:50:35.907222+00:00
j13_allan_probe_long,121,4,0.787109,2048,0.981197,2026-06-21T18:50:48.896558+00:00
j13_allan_probe_long,122,4,0.737305,2048,0.981197,2026-06-21T18:51:01.905171+00:00
j13_allan_probe_long,123,4,0.777344,2048,0.981197,2026-06-21T18:51:14.886090+00:00
j13_allan_probe_long,124,4,0.747070,2048,0.981197,2026-06-21T18:51:28.062353+00:00
j13_allan_probe_long,125,4,0.738281,2048,0.981197,2026-06-21T18:51:41.188972+00:00
j13_allan_probe_long,126,4,0.729492,2048,0.981197,2026-06-21T18:51:51.961998+00:00
j13_allan_probe_long,127,4,0.771484,2048,0.981197,2026-06-21T18:52:04.973008+00:00
j13_allan_probe_long,128,4,0.750000,2048,0.981197,2026-06-21T18:52:17.807841+00:00
j13_allan_probe_long,129,4,0.783203,2048,0.981197,2026-06-21T18:52:30.905272+00:00
j13_allan_probe_long,130,4,0.785156,2048,0.981197,2026-06-21T18:52:43.856965+00:00
j13_allan_probe_long,131,4,0.756836,2048,0.981197,2026-06-21T18:52:54.711518+00:00
j13_allan_probe_long,132,4,0.759766,2048,0.981197,2026-06-21T18:53:05.617221+00:00
j13_allan_probe_long,133,4,0.752930,2048,0.981197,2026-06-21T18:53:18.623320+00:00
j13_allan_probe_long,134,4,0.777344,2048,0.981197,2026-06-21T18:53:31.433272+00:00
j13_allan_probe_long,135,4,0.782227,2048,0.981197,2026-06-21T18:53:42.209164+00:00
j13_allan_probe_long,136,4,0.744141,2048,0.981197,2026-06-21T18:53:53.014809+00:00
j13_allan_probe_long,137,4,0.746094,2048,0.981197,2026-06-21T18:54:06.081345+00:00
j13_allan_probe_long,138,4,0.744141,2048,0.981197,2026-06-21T18:54:19.255100+00:00
j13_allan_probe_long,139,4,0.759766,2048,0.981197,2026-06-21T18:54:32.443495+00:00
j13_allan_probe_long,140,4,0.770508,2048,0.981197,2026-06-21T18:54:43.221963+00:00
j13_allan_probe_long,141,4,0.751953,2048,0.981197,2026-06-21T18:54:56.180831+00:00
j13_allan_probe_long,142,4,0.756836,2048,0.981197,2026-06-21T18:55:09.245532+00:00
j13_allan_probe_long,143,4,0.738281,2048,0.981197,2026-06-21T18:55:22.257113+00:00
j13_allan_probe_long,144,4,0.770508,2048,0.981197,2026-06-21T18:55:35.088366+00:00
j13_allan_probe_long,145,4,0.748047,2048,0.981197,2026-06-21T18:55:48.067628+00:00
j13_allan_probe_long,146,4,0.763672,2048,0.981197,2026-06-21T18:56:00.987535+00:00
j13_allan_probe_long,147,4,0.766602,2048,0.981197,2026-06-21T18:56:14.137570+00:00
j13_allan_probe_long,148,4,0.791016,2048,0.981197,2026-06-21T18:56:27.050199+00:00
j13_allan_probe_long,149,4,0.744141,2048,0.981197,2026-06-21T18:56:37.945068+00:00
