job,method,backend,rep,scale_factor,n_qubits,exp_val,n_shots,ideal,layout,timestamp,counts
j11_czne_mid,genuine,EQE1,0,1.0,4,0.772461,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:11.268795+00:00,"{""0010"": 176, ""0000"": 3577, ""1000"": 178, ""0100"": 55, ""1100"": 13, ""0001"": 57, ""0011"": 10, ""1001"": 2, ""0110"": 19, ""1010"": 9}"
j11_czne_mid,genuine,EQE1,0,3.0,4,0.451660,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:11.268795+00:00,"{""0100"": 292, ""0010"": 557, ""0000"": 2735, ""1000"": 223, ""1010"": 44, ""0111"": 4, ""0110"": 131, ""1100"": 42, ""0011"": 10, ""0101"": 8, ""0001"": 30, ""1110"": 15, ""1101"": 1, ""1001"": 3, ""1011"": 1}"
j11_czne_mid,genuine,EQE1,0,5.0,4,0.110840,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:11.268795+00:00,"{""0100"": 534, ""0000"": 1321, ""1000"": 233, ""0110"": 672, ""1010"": 162, ""0010"": 911, ""0011"": 13, ""0001"": 22, ""1110"": 107, ""0101"": 6, ""1100"": 99, ""0111"": 12, ""1001"": 2, ""1011"": 2}"
j11_czne_mid,genuine,EQE1,1,1.0,4,0.786621,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:20.529100+00:00,"{""0000"": 3614, ""1000"": 179, ""0010"": 168, ""0100"": 42, ""0110"": 20, ""0001"": 47, ""1100"": 6, ""1010"": 5, ""0101"": 2, ""0011"": 11, ""1001"": 1, ""0111"": 1}"
j11_czne_mid,genuine,EQE1,1,3.0,4,0.427734,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:20.529100+00:00,"{""0000"": 2686, ""0110"": 131, ""0100"": 303, ""1000"": 240, ""0010"": 572, ""1010"": 51, ""1100"": 37, ""0101"": 7, ""0001"": 34, ""0111"": 3, ""1110"": 18, ""1011"": 2, ""0011"": 5, ""1001"": 7}"
j11_czne_mid,genuine,EQE1,1,5.0,4,0.149414,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:20.529100+00:00,"{""0110"": 678, ""0000"": 1424, ""0100"": 536, ""0010"": 852, ""1000"": 226, ""1100"": 100, ""1010"": 130, ""0001"": 22, ""1110"": 96, ""0111"": 6, ""1111"": 6, ""1001"": 4, ""1011"": 4, ""0101"": 8, ""0011"": 4}"
j11_czne_mid,genuine,EQE1,2,1.0,4,0.773438,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:29.625045+00:00,"{""0000"": 3594, ""0010"": 164, ""0100"": 61, ""0001"": 45, ""1000"": 188, ""1010"": 7, ""0110"": 14, ""0011"": 8, ""1110"": 2, ""1100"": 7, ""1011"": 3, ""0111"": 1, ""1001"": 2}"
j11_czne_mid,genuine,EQE1,2,3.0,4,0.455566,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:29.625045+00:00,"{""0000"": 2713, ""0001"": 37, ""1110"": 11, ""0110"": 169, ""0010"": 532, ""1010"": 50, ""0100"": 292, ""0101"": 3, ""1000"": 240, ""0011"": 9, ""1100"": 35, ""1001"": 2, ""0111"": 3}"
j11_czne_mid,genuine,EQE1,2,5.0,4,0.121094,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:29.625045+00:00,"{""0000"": 1328, ""0100"": 553, ""0111"": 9, ""0110"": 714, ""1010"": 140, ""0010"": 915, ""0011"": 15, ""1000"": 211, ""1100"": 91, ""0001"": 17, ""1110"": 92, ""1001"": 4, ""0101"": 4, ""1101"": 2, ""1011"": 1}"
j11_czne_mid,genuine,EQE1,3,1.0,4,0.780762,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:40.623408+00:00,"{""0000"": 3591, ""0100"": 50, ""0011"": 13, ""0010"": 158, ""0001"": 44, ""1000"": 194, ""1110"": 2, ""1010"": 8, ""0110"": 18, ""1100"": 13, ""0101"": 2, ""1001"": 2, ""1101"": 1}"
j11_czne_mid,genuine,EQE1,3,3.0,4,0.445801,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:40.623408+00:00,"{""0010"": 562, ""0000"": 2732, ""0100"": 296, ""0110"": 123, ""1000"": 229, ""0001"": 34, ""1100"": 43, ""1010"": 51, ""1110"": 12, ""0011"": 8, ""0101"": 2, ""0111"": 2, ""1001"": 2}"
j11_czne_mid,genuine,EQE1,3,5.0,4,0.131836,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:40.623408+00:00,"{""0010"": 858, ""0000"": 1350, ""0110"": 710, ""0100"": 571, ""1000"": 202, ""1100"": 99, ""0001"": 14, ""0011"": 18, ""1010"": 122, ""1110"": 114, ""1001"": 5, ""0101"": 12, ""0111"": 13, ""1011"": 4, ""1101"": 2, ""1111"": 2}"
j11_czne_mid,genuine,EQE1,4,1.0,4,0.758789,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:51.704664+00:00,"{""0000"": 3562, ""0001"": 54, ""1000"": 194, ""0010"": 176, ""0100"": 65, ""1100"": 5, ""1011"": 3, ""1010"": 9, ""0110"": 13, ""0011"": 10, ""0101"": 1, ""1110"": 2, ""1001"": 2}"
j11_czne_mid,genuine,EQE1,4,3.0,4,0.408203,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:51.704664+00:00,"{""0000"": 2667, ""0100"": 327, ""0010"": 545, ""0001"": 44, ""1000"": 277, ""0110"": 107, ""1010"": 58, ""1110"": 14, ""0011"": 8, ""1100"": 35, ""1001"": 3, ""0111"": 1, ""1101"": 1, ""1011"": 3, ""0101"": 6}"
j11_czne_mid,genuine,EQE1,4,5.0,4,0.115723,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:26:51.704664+00:00,"{""0000"": 1345, ""0010"": 903, ""0100"": 562, ""1100"": 97, ""0001"": 18, ""1000"": 216, ""0110"": 648, ""1110"": 103, ""1010"": 165, ""0011"": 17, ""0101"": 11, ""0111"": 6, ""1101"": 3, ""1111"": 1, ""1001"": 1}"
j11_czne_mid,genuine,EQE1,5,1.0,4,0.783203,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:27:02.841825+00:00,"{""0000"": 3595, ""1000"": 161, ""0100"": 60, ""0010"": 173, ""0110"": 14, ""1100"": 11, ""0001"": 47, ""1011"": 1, ""0011"": 16, ""1010"": 10, ""1001"": 4, ""0101"": 2, ""1101"": 1, ""1110"": 1}"
j11_czne_mid,genuine,EQE1,5,3.0,4,0.442383,4096,0.990240,"[8, 9, 10, 11]",2026-06-21T16:27:02.841825+00:00,"{""0000"": 2707, ""1000"": 223, ""1100"": 39, ""0010"": 542, ""0001"": 38, ""0100"": 324, ""1110"": 12, ""0110"": 135, ""1010"": 59, ""0101"": 5, ""0011"": 6, ""0111"": 3, ""1001"": 3}"
