backend,n_qubits,E_ideal,sigma_ci,scale_factors,E_lambda1_genu,E_mit_genu,rho_genu,neg_states_genu,neg_pmin_genu,E_lambda1_garb,E_mit_garb,rho_garb,neg_states_garb,neg_pmin_garb,E_lambda1_iden,E_mit_iden,rho_iden,neg_states_iden,neg_pmin_iden,delta_rho
EQE1,4,0.99501,3.5,"[1.0, 3.0, 5.0]",0.762028,0.917257,0.6663,2,-0.013607,0.756006,1.368256,2.5617,10,-0.206469,0.770996,0.904134,0.5943,1,-0.024986,-1.8954
