backend,n_qubits,E_ideal,sigma_ci,scale_factors,E_lambda1_genu,E_mit_genu,rho_genu,neg_states_genu,neg_pmin_genu,E_lambda1_garb,E_mit_garb,rho_garb,neg_states_garb,neg_pmin_garb,E_lambda1_iden,E_mit_iden,rho_iden,neg_states_iden,neg_pmin_iden,delta_rho
EQE1,4,0.99024,3.5,"[1.0, 3.0, 5.0]",0.763346,0.93452,0.7544,4,-0.017681,0.755094,1.370091,2.6154,10,-0.197795,0.759017,0.900313,0.6111,2,-0.02748,-1.861
