job,method,backend,rep,scale_factor,n_qubits,exp_val,n_shots,ideal,layout,timestamp,counts
j11_czne_retained,genuine,EQE1,0,1.0,4,0.763672,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:24.958564+00:00,"{""0000"": 3556, ""0010"": 180, ""1100"": 14, ""1000"": 179, ""0110"": 18, ""0100"": 62, ""0001"": 61, ""0011"": 12, ""1110"": 1, ""1010"": 8, ""1101"": 1, ""0101"": 2, ""1001"": 2}"
j11_czne_retained,genuine,EQE1,0,3.0,4,0.435059,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:24.958564+00:00,"{""0000"": 2708, ""0100"": 293, ""1000"": 268, ""0010"": 531, ""1010"": 63, ""0001"": 43, ""1011"": 2, ""1100"": 32, ""0110"": 125, ""1101"": 2, ""1110"": 17, ""1001"": 4, ""0011"": 4, ""0101"": 3, ""0111"": 1}"
j11_czne_retained,genuine,EQE1,0,5.0,4,0.134277,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:24.958564+00:00,"{""0110"": 665, ""0010"": 899, ""0100"": 544, ""0000"": 1417, ""1000"": 206, ""1100"": 88, ""1010"": 123, ""1110"": 96, ""0111"": 10, ""0101"": 11, ""0001"": 13, ""1001"": 7, ""0011"": 10, ""1101"": 3, ""1111"": 2, ""1011"": 2}"
j11_czne_retained,genuine,EQE1,1,1.0,4,0.767578,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:36.153692+00:00,"{""0000"": 3580, ""1000"": 199, ""0001"": 53, ""0100"": 46, ""0010"": 175, ""1100"": 5, ""0110"": 13, ""0011"": 9, ""0101"": 3, ""1010"": 8, ""1110"": 2, ""1011"": 1, ""1001"": 2}"
j11_czne_retained,genuine,EQE1,1,3.0,4,0.449707,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:36.153692+00:00,"{""0000"": 2741, ""0001"": 38, ""0010"": 547, ""0100"": 274, ""0110"": 127, ""1000"": 253, ""1010"": 50, ""1100"": 36, ""0011"": 8, ""1110"": 13, ""0111"": 2, ""0101"": 6, ""1001"": 1}"
j11_czne_retained,genuine,EQE1,1,5.0,4,0.182129,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:36.153692+00:00,"{""0010"": 851, ""0000"": 1462, ""1000"": 198, ""0110"": 707, ""0100"": 522, ""0101"": 9, ""0011"": 12, ""1100"": 103, ""1110"": 84, ""1010"": 125, ""0001"": 15, ""0111"": 2, ""1011"": 3, ""1001"": 2, ""1111"": 1}"
j11_czne_retained,genuine,EQE1,2,1.0,4,0.773438,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:45.387344+00:00,"{""1000"": 188, ""0001"": 42, ""0000"": 3577, ""0010"": 178, ""0100"": 56, ""0011"": 11, ""1100"": 16, ""1010"": 10, ""0110"": 16, ""1001"": 1, ""0101"": 1}"
j11_czne_retained,genuine,EQE1,2,3.0,4,0.429199,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:45.387344+00:00,"{""0010"": 554, ""0000"": 2701, ""1000"": 256, ""0100"": 295, ""0110"": 124, ""1100"": 46, ""0011"": 11, ""1010"": 35, ""0001"": 45, ""1110"": 14, ""0111"": 3, ""1001"": 5, ""0101"": 5, ""1011"": 2}"
j11_czne_retained,genuine,EQE1,2,5.0,4,0.126953,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:45.387344+00:00,"{""0000"": 1376, ""0010"": 866, ""0110"": 648, ""1000"": 231, ""0100"": 558, ""1010"": 145, ""1100"": 111, ""1110"": 97, ""1111"": 2, ""0111"": 13, ""1011"": 4, ""0011"": 15, ""0101"": 11, ""0001"": 17, ""1101"": 2}"
j11_czne_retained,genuine,EQE1,3,1.0,4,0.769043,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:56.720431+00:00,"{""0000"": 3569, ""1000"": 192, ""0100"": 63, ""0001"": 56, ""0111"": 2, ""0010"": 158, ""0011"": 11, ""1110"": 1, ""0101"": 2, ""1100"": 12, ""1001"": 5, ""1010"": 11, ""0110"": 13, ""1011"": 1}"
j11_czne_retained,genuine,EQE1,3,3.0,4,0.441406,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:56.720431+00:00,"{""0100"": 299, ""0110"": 124, ""0010"": 565, ""0000"": 2729, ""1000"": 233, ""1100"": 33, ""0011"": 7, ""1010"": 53, ""1110"": 14, ""0001"": 32, ""0101"": 4, ""1001"": 2, ""0111"": 1}"
j11_czne_retained,genuine,EQE1,3,5.0,4,0.097656,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:18:56.720431+00:00,"{""0000"": 1314, ""0100"": 570, ""1000"": 227, ""0010"": 920, ""0110"": 678, ""1110"": 102, ""0001"": 19, ""1010"": 142, ""1100"": 95, ""0111"": 7, ""0011"": 12, ""1001"": 1, ""0101"": 6, ""1101"": 2, ""1011"": 1}"
j11_czne_retained,genuine,EQE1,4,1.0,4,0.773438,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:07.917882+00:00,"{""0000"": 3582, ""1000"": 177, ""0010"": 188, ""0001"": 44, ""1010"": 14, ""0110"": 14, ""1001"": 3, ""0100"": 53, ""1100"": 9, ""0111"": 1, ""0011"": 10, ""1110"": 1}"
j11_czne_retained,genuine,EQE1,4,3.0,4,0.450684,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:07.917882+00:00,"{""0000"": 2747, ""0100"": 302, ""0010"": 519, ""1000"": 244, ""1010"": 48, ""1110"": 14, ""1100"": 41, ""0110"": 124, ""0001"": 44, ""0011"": 8, ""0101"": 3, ""0111"": 2}"
j11_czne_retained,genuine,EQE1,4,5.0,4,0.142090,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:07.917882+00:00,"{""0000"": 1397, ""0110"": 666, ""1000"": 228, ""0010"": 856, ""0100"": 548, ""1110"": 89, ""0101"": 10, ""0001"": 20, ""1100"": 92, ""0111"": 14, ""1010"": 157, ""0011"": 13, ""1011"": 1, ""1001"": 3, ""1101"": 1, ""1111"": 1}"
j11_czne_retained,genuine,EQE1,5,1.0,4,0.782715,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:16.758291+00:00,"{""0000"": 3590, ""0010"": 167, ""0100"": 47, ""1000"": 177, ""0001"": 52, ""1010"": 17, ""0110"": 19, ""1100"": 8, ""1001"": 3, ""0011"": 12, ""1110"": 2, ""0101"": 2}"
j11_czne_retained,genuine,EQE1,5,3.0,4,0.436523,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:16.758291+00:00,"{""0010"": 559, ""0000"": 2715, ""1010"": 35, ""1000"": 237, ""0100"": 294, ""0001"": 42, ""1110"": 16, ""0110"": 147, ""0011"": 12, ""0101"": 3, ""1100"": 27, ""1011"": 3, ""1001"": 2, ""1111"": 1, ""0111"": 2, ""1101"": 1}"
j11_czne_retained,genuine,EQE1,5,5.0,4,0.113281,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:16.758291+00:00,"{""0100"": 527, ""0010"": 924, ""0000"": 1350, ""0110"": 676, ""1110"": 115, ""1100"": 82, ""1010"": 146, ""1000"": 209, ""0011"": 15, ""0101"": 7, ""0001"": 21, ""0111"": 12, ""1011"": 5, ""1001"": 3, ""1101"": 3, ""1111"": 1}"
j11_czne_retained,genuine,EQE1,6,1.0,4,0.765625,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:28.044422+00:00,"{""0000"": 3571, ""0010"": 176, ""0100"": 60, ""0001"": 47, ""0110"": 20, ""0011"": 9, ""1100"": 8, ""1010"": 4, ""1000"": 193, ""1110"": 3, ""1001"": 4, ""1011"": 1}"
j11_czne_retained,genuine,EQE1,6,3.0,4,0.466309,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:28.044422+00:00,"{""0000"": 2758, ""0110"": 124, ""0100"": 276, ""0001"": 30, ""0010"": 518, ""1010"": 63, ""1000"": 256, ""0101"": 5, ""1100"": 41, ""1110"": 12, ""1001"": 4, ""0011"": 7, ""1111"": 1, ""1011"": 1}"
j11_czne_retained,genuine,EQE1,6,5.0,4,0.132812,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:28.044422+00:00,"{""0100"": 547, ""0000"": 1349, ""0110"": 692, ""1100"": 92, ""0010"": 865, ""0001"": 22, ""1000"": 220, ""1010"": 154, ""1001"": 2, ""1110"": 108, ""0011"": 20, ""0111"": 11, ""0101"": 9, ""1101"": 2, ""1011"": 1, ""1111"": 2}"
j11_czne_retained,genuine,EQE1,7,1.0,4,0.770020,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:39.392553+00:00,"{""0000"": 3582, ""1000"": 179, ""0010"": 167, ""0100"": 71, ""0001"": 52, ""0011"": 7, ""1010"": 11, ""1100"": 7, ""0110"": 15, ""1110"": 2, ""1001"": 1, ""0101"": 2}"
j11_czne_retained,genuine,EQE1,7,3.0,4,0.448730,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:39.392553+00:00,"{""0010"": 547, ""0000"": 2728, ""0100"": 292, ""0110"": 125, ""1010"": 52, ""1000"": 236, ""1100"": 44, ""0001"": 36, ""0011"": 7, ""1001"": 5, ""0101"": 6, ""0111"": 1, ""1110"": 16, ""1011"": 1}"
j11_czne_retained,genuine,EQE1,7,5.0,4,0.134766,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:39.392553+00:00,"{""0110"": 718, ""0010"": 913, ""0000"": 1334, ""0100"": 523, ""0001"": 18, ""1000"": 196, ""1110"": 109, ""0101"": 6, ""1100"": 102, ""1010"": 144, ""0111"": 11, ""1111"": 2, ""0011"": 14, ""1001"": 4, ""1011"": 2}"
j11_czne_retained,genuine,EQE1,8,1.0,4,0.779785,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:48.591014+00:00,"{""1000"": 170, ""0000"": 3597, ""0010"": 175, ""0011"": 9, ""0100"": 60, ""0001"": 43, ""1010"": 15, ""0110"": 13, ""1100"": 10, ""1110"": 1, ""0111"": 2, ""0101"": 1}"
j11_czne_retained,genuine,EQE1,8,3.0,4,0.432617,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:48.591014+00:00,"{""0100"": 311, ""0010"": 573, ""1000"": 221, ""0000"": 2704, ""0001"": 44, ""0110"": 117, ""1110"": 12, ""0101"": 9, ""1010"": 54, ""0011"": 12, ""1100"": 33, ""1001"": 5, ""0111"": 1}"
j11_czne_retained,genuine,EQE1,8,5.0,4,0.119141,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:19:48.591014+00:00,"{""0000"": 1339, ""0100"": 533, ""1010"": 143, ""0010"": 911, ""1000"": 205, ""0110"": 688, ""1110"": 117, ""1100"": 96, ""0001"": 19, ""0111"": 15, ""0101"": 7, ""1001"": 6, ""1111"": 1, ""0011"": 12, ""1011"": 2, ""1101"": 2}"
j11_czne_retained,genuine,EQE1,9,1.0,4,0.764648,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:20:00.032160+00:00,"{""0000"": 3567, ""0011"": 12, ""0001"": 49, ""1000"": 172, ""0100"": 62, ""0010"": 197, ""1010"": 6, ""1100"": 8, ""0110"": 16, ""0101"": 3, ""1110"": 2, ""1001"": 2}"
j11_czne_retained,genuine,EQE1,9,3.0,4,0.452148,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:20:00.032160+00:00,"{""0000"": 2737, ""0100"": 283, ""0010"": 544, ""1000"": 245, ""1100"": 48, ""1110"": 18, ""0110"": 125, ""0101"": 7, ""0011"": 10, ""0001"": 29, ""1010"": 42, ""1001"": 5, ""0111"": 2, ""1011"": 1}"
j11_czne_retained,genuine,EQE1,9,5.0,4,0.128906,4096,0.995010,"[8, 9, 10, 11]",2026-06-21T16:20:00.032160+00:00,"{""0100"": 566, ""0000"": 1379, ""1010"": 138, ""1100"": 105, ""0010"": 833, ""1001"": 4, ""0110"": 672, ""0101"": 7, ""1110"": 125, ""1000"": 228, ""0011"": 6, ""0001"": 23, ""0111"": 9, ""1111"": 1}"
