backend,n_qubits,E_ideal,sigma_ci,scale_factors,E_lambda1_genu,E_mit_genu,rho_genu,neg_states_genu,neg_pmin_genu,E_lambda1_garb,E_mit_garb,rho_garb,neg_states_garb,neg_pmin_garb,E_lambda1_iden,E_mit_iden,rho_iden,neg_states_iden,neg_pmin_iden,delta_rho
EQE1,4,0.981197,3.5,"[1.0, 3.0, 5.0]",0.791406,0.992464,1.0594,4,-0.020525,0.79056,1.469338,3.5606,10,-0.249753,0.791048,0.95943,0.8855,3,-0.034009,-2.5012
