backend,n_qubits,E_ideal,sigma_ci,scale_factors,E_lambda1_genu,E_mit_genu,rho_genu,neg_states_genu,neg_pmin_genu,E_lambda1_garb,E_mit_garb,rho_garb,neg_states_garb,neg_pmin_garb,delta_rho
EQE1,4,0.99501,3.5,"[1.0, 3.0, 5.0]",0.801237,0.977024,0.9072,3,-0.014344,0.793571,1.469346,3.3547,10,-0.239168,-2.4475
