job,method,backend,rep,scale_factor,n_qubits,exp_val,n_shots,ideal,layout,timestamp,counts
j6_nullmodels,genuine,EQE1,0,1.0,4,0.790039,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:56:40.152400+00:00,"{""0000"": 3618, ""1000"": 137, ""0010"": 166, ""0100"": 66, ""0001"": 57, ""0110"": 15, ""1100"": 9, ""0011"": 12, ""1010"": 7, ""1001"": 2, ""0101"": 3, ""0111"": 2, ""1110"": 2}"
j6_nullmodels,genuine,EQE1,0,3.0,4,0.443359,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:56:40.152400+00:00,"{""0100"": 325, ""0110"": 160, ""0000"": 2691, ""1100"": 36, ""0010"": 552, ""1001"": 6, ""1010"": 37, ""1000"": 212, ""0001"": 36, ""0101"": 8, ""0011"": 17, ""1110"": 9, ""0111"": 5, ""1111"": 1, ""1011"": 1}"
j6_nullmodels,genuine,EQE1,0,5.0,4,0.130859,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:56:40.152400+00:00,"{""1000"": 204, ""0010"": 875, ""0000"": 1301, ""0100"": 566, ""0110"": 745, ""1010"": 154, ""1100"": 91, ""0001"": 23, ""1110"": 98, ""0011"": 11, ""0111"": 12, ""1001"": 5, ""0101"": 8, ""1111"": 1, ""1011"": 2}"
j6_nullmodels,genuine,EQE1,1,1.0,4,0.792969,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:56:51.578139+00:00,"{""0000"": 3616, ""1000"": 116, ""0011"": 19, ""0010"": 169, ""0001"": 63, ""0100"": 73, ""1010"": 5, ""0110"": 23, ""1100"": 6, ""1001"": 3, ""1011"": 2, ""0111"": 1}"
j6_nullmodels,genuine,EQE1,1,3.0,4,0.419922,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:56:51.578139+00:00,"{""0000"": 2670, ""1110"": 9, ""0100"": 336, ""1000"": 218, ""0010"": 577, ""0110"": 141, ""1010"": 51, ""0001"": 45, ""1100"": 27, ""0101"": 7, ""1001"": 2, ""0011"": 10, ""1101"": 1, ""1011"": 2}"
j6_nullmodels,genuine,EQE1,1,5.0,4,0.120605,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:56:51.578139+00:00,"{""0110"": 710, ""0000"": 1287, ""0100"": 572, ""0010"": 874, ""1110"": 99, ""1000"": 219, ""1010"": 166, ""1100"": 99, ""1001"": 3, ""0011"": 14, ""0111"": 16, ""1111"": 1, ""0001"": 19, ""0101"": 15, ""1011"": 1, ""1101"": 1}"
j6_nullmodels,genuine,EQE1,2,1.0,4,0.801758,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:57:02.998373+00:00,"{""0000"": 3640, ""1000"": 119, ""0100"": 72, ""0010"": 167, ""0011"": 15, ""0001"": 46, ""1100"": 10, ""0110"": 17, ""1001"": 2, ""1101"": 1, ""0111"": 1, ""1010"": 5, ""0101"": 1}"
j6_nullmodels,genuine,EQE1,2,3.0,4,0.435059,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:57:02.998373+00:00,"{""0110"": 156, ""0000"": 2688, ""1000"": 189, ""0010"": 569, ""0100"": 338, ""0101"": 6, ""0001"": 43, ""1100"": 31, ""1001"": 4, ""1010"": 49, ""0111"": 3, ""1110"": 15, ""0011"": 5}"
j6_nullmodels,genuine,EQE1,2,5.0,4,0.134766,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:57:02.998373+00:00,"{""0000"": 1311, ""0110"": 754, ""0010"": 908, ""0100"": 555, ""1000"": 193, ""1010"": 139, ""1110"": 80, ""1100"": 86, ""0011"": 19, ""0101"": 10, ""0111"": 11, ""0001"": 22, ""1011"": 2, ""1001"": 4, ""1101"": 1, ""1111"": 1}"
j6_nullmodels,genuine,EQE1,3,1.0,4,0.759766,4096,0.981197,"[8, 9, 10, 11]",2026-06-21T09:57:14.555268+00:00,"{""0000"": 3555, ""0010"": 204, ""1000"": 147, ""0100"": 78, ""1100"": 13, ""0001"": 61, ""0110"": 18, ""0011"": 13, ""1010"": 3, ""1101"": 1, ""0101"": 1, ""0111"": 1, ""1001"": 1}"
